"sim","x","y","t"
"beta3",449253.365730821,4628672.46741179,2022-05-09 23:00:00
"beta3",449656.910696136,4628095.56162325,2022-05-10 00:00:00
"beta3",449587.919499503,4629911.27977747,2022-05-10 01:00:00
"beta3",450146.638460255,4629153.5824316,2022-05-10 02:00:00
"beta3",450228.503213937,4629526.7356313,2022-05-10 03:00:00
"beta3",449559.483166111,4629530.9416783,2022-05-10 04:00:00
"beta3",449780.44863338,4628832.88785861,2022-05-10 05:00:00
"beta3",449161.864196915,4627836.86051856,2022-05-10 06:00:00
"beta3",449140.150295509,4627872.84144078,2022-05-10 07:00:00
"beta3",450320.687939301,4627808.93395666,2022-05-10 08:00:00
"beta3",449846.489649648,4628008.21714025,2022-05-10 09:00:00
"beta3",449590.578903395,4627363.40694699,2022-05-10 10:00:00
"beta3",449361.078334643,4627074.76926365,2022-05-10 11:00:00
"beta3",450275.393435578,4627849.39831152,2022-05-10 12:00:00
"beta3",449209.767724089,4628684.78088815,2022-05-10 13:00:00
"beta3",450006.170756586,4629353.81288616,2022-05-10 14:00:00
"beta3",449870.158201216,4629500.28433972,2022-05-10 15:00:00
"beta3",450149.408909946,4629537.99124589,2022-05-10 16:00:00
"beta3",449922.973897153,4629938.15650407,2022-05-10 17:00:00
"beta3",450022.045716055,4629710.5955265,2022-05-10 18:00:00
"beta3",449800.385529495,4629798.45573806,2022-05-10 19:00:00
"beta3",450181.3236982,4629829.55534676,2022-05-10 20:00:00
"beta3",449915.755750724,4629928.63602338,2022-05-10 21:00:00
"beta3",449974.54876348,4629263.50053334,2022-05-10 22:00:00
"beta3",449270.574732464,4629407.10851453,2022-05-10 23:00:00
"beta3",449583.016524542,4628974.19590336,2022-05-11 00:00:00
"beta3",449919.172532341,4629456.26683081,2022-05-11 01:00:00
"beta3",449997.826525642,4629219.31324881,2022-05-11 02:00:00
"beta3",449485.3540483,4629791.24352491,2022-05-11 03:00:00
"beta3",449836.639143682,4629572.17284274,2022-05-11 04:00:00
"beta3",449153.80940962,4629359.15095317,2022-05-11 05:00:00
"beta3",449565.003218551,4628800.65664654,2022-05-11 06:00:00
"beta3",449428.882639803,4628943.53258678,2022-05-11 07:00:00
"beta3",449651.543148569,4628695.56249456,2022-05-11 08:00:00
"beta3",448767.837383306,4628278.0075649,2022-05-11 09:00:00
"beta3",449351.878866377,4627364.99760753,2022-05-11 10:00:00
"beta3",450448.011113384,4627701.29956654,2022-05-11 11:00:00
"beta3",449740.756219792,4628534.70031115,2022-05-11 12:00:00
"beta3",449899.902907669,4627996.4560682,2022-05-11 13:00:00
"beta3",449604.007447244,4627674.86247211,2022-05-11 14:00:00
"beta3",449753.57638133,4627432.28292001,2022-05-11 15:00:00
"beta3",450763.969540077,4627793.43196612,2022-05-11 16:00:00
"beta3",451536.551813771,4628208.06458878,2022-05-11 17:00:00
"beta3",449501.653291256,4628729.12129225,2022-05-11 18:00:00
"beta3",449716.420706308,4628296.46001233,2022-05-11 19:00:00
"beta3",449790.813938474,4627585.19393069,2022-05-11 20:00:00
"beta3",450172.33971857,4627972.98220537,2022-05-11 21:00:00
"beta3",449807.553241742,4629622.82953586,2022-05-11 22:00:00
"beta3",450064.191962063,4629816.70616983,2022-05-11 23:00:00
"beta3",449845.66001095,4629899.1127443,2022-05-12 00:00:00
"beta3",449590.51361976,4629817.54135365,2022-05-12 01:00:00
"beta3",450023.378339753,4629713.62713556,2022-05-12 02:00:00
"beta3",450237.580226022,4629912.19253188,2022-05-12 03:00:00
"beta3",451148.028998832,4630093.61882798,2022-05-12 04:00:00
"beta3",451757.362572846,4629519.00640963,2022-05-12 05:00:00
"beta3",452008.965037099,4629660.4266461,2022-05-12 06:00:00
"beta3",452457.979402465,4629669.39119844,2022-05-12 07:00:00
"beta3",451669.070935149,4629525.77690901,2022-05-12 08:00:00
"beta3",451668.593640623,4628947.29338294,2022-05-12 09:00:00
"beta3",451252.368273548,4628733.20769252,2022-05-12 10:00:00
"beta3",451500.193280311,4628436.78365404,2022-05-12 11:00:00
"beta3",451989.132647039,4628898.71685068,2022-05-12 12:00:00
"beta3",451725.913736556,4629155.88610087,2022-05-12 13:00:00
"beta3",451632.82756718,4628781.91156639,2022-05-12 14:00:00
"beta3",452035.497522526,4628719.92666349,2022-05-12 15:00:00
"beta3",451848.886785304,4629428.58454933,2022-05-12 16:00:00
"beta3",452432.418284102,4629494.14548464,2022-05-12 17:00:00
"beta3",451951.074153267,4629005.33110075,2022-05-12 18:00:00
"beta3",451756.609963807,4628674.0762624,2022-05-12 19:00:00
"beta3",450697.747549155,4629178.69335869,2022-05-12 20:00:00
"beta3",451304.424685252,4628417.1826259,2022-05-12 21:00:00
"beta3",450931.790749515,4628129.40845269,2022-05-12 22:00:00
"beta3",450425.478221392,4627873.69767991,2022-05-12 23:00:00
"beta3",449618.402457512,4627269.91619551,2022-05-13 00:00:00
"beta3",449656.14588605,4627731.76035624,2022-05-13 01:00:00
"beta3",450894.035057501,4627788.96211463,2022-05-13 02:00:00
"beta3",450166.463821855,4627934.25040105,2022-05-13 03:00:00
"beta3",450537.516457457,4627884.20916935,2022-05-13 04:00:00
"beta3",451175.920314495,4628256.59332057,2022-05-13 05:00:00
"beta3",450940.186001845,4628239.46706556,2022-05-13 06:00:00
"beta3",450809.049256279,4628025.36573281,2022-05-13 07:00:00
"beta3",451282.601197102,4627697.69409706,2022-05-13 08:00:00
"beta3",451280.392079385,4628635.99380858,2022-05-13 09:00:00
"beta3",451480.455501955,4628715.28516195,2022-05-13 10:00:00
"beta3",451589.585537096,4629347.4398951,2022-05-13 11:00:00
"beta3",452228.730038792,4629397.53560155,2022-05-13 12:00:00
"beta3",452183.328684421,4628297.1839829,2022-05-13 13:00:00
"beta3",452013.363359295,4629295.8283647,2022-05-13 14:00:00
"beta3",452137.585560833,4628912.86131434,2022-05-13 15:00:00
"beta3",451700.456575206,4628925.0255868,2022-05-13 16:00:00
"beta3",451666.417274148,4628521.37733263,2022-05-13 17:00:00
"beta3",451093.586505509,4628394.04894963,2022-05-13 18:00:00
"beta3",450754.091803638,4627568.61998953,2022-05-13 19:00:00
"beta3",451409.693317613,4628064.70167841,2022-05-13 20:00:00
"beta3",451443.008164112,4628522.07497469,2022-05-13 21:00:00
"beta3",451616.542214377,4628929.63313641,2022-05-13 22:00:00
"beta3",452257.336536118,4629533.58999902,2022-05-13 23:00:00
"beta3",452674.317076078,4629513.35363402,2022-05-14 00:00:00
"beta3",452372.968736411,4629143.1697829,2022-05-14 01:00:00
"beta3",451911.296103666,4629032.29922211,2022-05-14 02:00:00
"beta3",451650.847990486,4628859.26598756,2022-05-14 03:00:00
"beta3",451851.296879956,4628687.3369398,2022-05-14 04:00:00
"beta3",451505.488659777,4629456.61509303,2022-05-14 05:00:00
"beta3",451672.652367778,4628459.10317778,2022-05-14 06:00:00
"beta3",450273.425195821,4627971.16167854,2022-05-14 07:00:00
"beta3",450832.795184226,4627999.59696289,2022-05-14 08:00:00
"beta3",450894.779157733,4627854.41366898,2022-05-14 09:00:00
"beta3",450752.239590792,4628406.59596849,2022-05-14 10:00:00
"beta3",451414.004628219,4628769.72326065,2022-05-14 11:00:00
"beta3",451547.217196504,4628969.24529119,2022-05-14 12:00:00
"beta3",452138.987933045,4629675.30112174,2022-05-14 13:00:00
"beta3",452231.253870269,4629231.46488057,2022-05-14 14:00:00
"beta3",451849.80675519,4629532.82280609,2022-05-14 15:00:00
"beta3",452154.915146052,4628680.98606854,2022-05-14 16:00:00
"beta3",451782.488455657,4628669.56148902,2022-05-14 17:00:00
"beta3",452408.364084758,4628505.37268292,2022-05-14 18:00:00
"beta3",452290.564728244,4628797.81885725,2022-05-14 19:00:00
"beta3",451334.250780827,4628500.56424504,2022-05-14 20:00:00
"beta3",451387.106005015,4627737.12412538,2022-05-14 21:00:00
"beta3",450587.468086636,4627746.30903693,2022-05-14 22:00:00
"beta3",450838.517420277,4627594.45209116,2022-05-14 23:00:00
"beta3",449742.502079268,4627731.40758244,2022-05-15 00:00:00
"beta3",449922.199962817,4627448.15922461,2022-05-15 01:00:00
"beta3",449680.104213841,4627538.39488243,2022-05-15 02:00:00
"beta3",450242.618451114,4627729.37845406,2022-05-15 03:00:00
"beta3",449981.479726492,4628537.92628106,2022-05-15 04:00:00
"beta3",450466.588314521,4627908.61681786,2022-05-15 05:00:00
"beta3",449904.321412844,4627991.83147566,2022-05-15 06:00:00
"beta3",449489.396174141,4628326.40429184,2022-05-15 07:00:00
"beta3",450136.020286322,4627947.35063619,2022-05-15 08:00:00
"beta3",449923.011180058,4628693.41853033,2022-05-15 09:00:00
"beta3",450385.582327607,4628089.23782666,2022-05-15 10:00:00
"beta3",449814.746568278,4628617.44806156,2022-05-15 11:00:00
"beta3",449473.893293195,4628468.51876997,2022-05-15 12:00:00
"beta3",449016.771527813,4627983.73595824,2022-05-15 13:00:00
"beta3",448726.705320354,4627651.89398747,2022-05-15 14:00:00
"beta3",448815.464285207,4628031.30254619,2022-05-15 15:00:00
"beta3",449617.831572475,4627583.85207493,2022-05-15 16:00:00
"beta3",449954.415757786,4628356.32152277,2022-05-15 17:00:00
"beta3",451097.153733717,4628403.43755624,2022-05-15 18:00:00
"beta3",451188.777078279,4628688.82451613,2022-05-15 19:00:00
"beta3",451572.67509788,4628840.65575426,2022-05-15 20:00:00
"beta3",452014.133997747,4629208.74099127,2022-05-15 21:00:00
"beta3",451782.800148064,4629611.30734015,2022-05-15 22:00:00
"beta3",452566.59231782,4629655.92166513,2022-05-15 23:00:00
"beta3",452084.095236857,4629335.24559371,2022-05-16 00:00:00
"beta3",451518.787920786,4629123.52347426,2022-05-16 01:00:00
"beta3",451282.968657062,4628365.27988566,2022-05-16 02:00:00
"beta3",450687.327493607,4628012.74373888,2022-05-16 03:00:00
"beta3",450382.227664022,4627810.49367959,2022-05-16 04:00:00
"beta3",450906.331585373,4628120.63481469,2022-05-16 05:00:00
"beta3",451434.870575786,4628417.65766051,2022-05-16 06:00:00
"beta3",452130.959366244,4628309.44084215,2022-05-16 07:00:00
"beta3",451747.078674402,4628923.92568593,2022-05-16 08:00:00
"beta3",451520.91944144,4629088.24935743,2022-05-16 09:00:00
"beta3",451487.222016705,4628617.35637857,2022-05-16 10:00:00
"beta3",451271.964813931,4628526.06338851,2022-05-16 11:00:00
"beta3",451662.529495501,4628168.92934101,2022-05-16 12:00:00
"beta3",451735.376560716,4629234.02712273,2022-05-16 13:00:00
"beta3",452281.932190355,4628342.40126055,2022-05-16 14:00:00
"beta3",452129.441073177,4628857.25148865,2022-05-16 15:00:00
"beta3",451634.72248162,4629279.66922723,2022-05-16 16:00:00
"beta3",451740.657753541,4628872.30480296,2022-05-16 17:00:00
"beta3",452219.358049114,4629590.10906113,2022-05-16 18:00:00
"beta3",452329.327252836,4629495.49111647,2022-05-16 19:00:00
"beta3",451765.442150974,4629710.60998321,2022-05-16 20:00:00
"beta3",451594.664668282,4628488.28209512,2022-05-16 21:00:00
"beta3",451193.878899164,4628274.00671005,2022-05-16 22:00:00
"beta3",450989.280268067,4628077.94123249,2022-05-16 23:00:00
"beta3",451388.889324489,4628785.0536257,2022-05-17 00:00:00
"beta3",451781.675104618,4628717.45470562,2022-05-17 01:00:00
"beta3",451534.798740345,4628787.73616627,2022-05-17 02:00:00
"beta3",452105.487084418,4628239.91343661,2022-05-17 03:00:00
"beta3",452133.700198066,4628615.79221421,2022-05-17 04:00:00
"beta3",452336.817947184,4628593.8858291,2022-05-17 05:00:00
"beta3",452525.214357625,4629503.44483968,2022-05-17 06:00:00
"beta3",452925.04703996,4629073.16824919,2022-05-17 07:00:00
"beta3",452235.521029288,4629467.94382305,2022-05-17 08:00:00
"beta3",452140.741255682,4628662.11059651,2022-05-17 09:00:00
"beta3",452453.374232437,4629483.02929271,2022-05-17 10:00:00
"beta3",452004.071008852,4628892.57335055,2022-05-17 11:00:00
"beta3",451546.718868213,4629190.99189967,2022-05-17 12:00:00
"beta3",451446.32740103,4628667.84085507,2022-05-17 13:00:00
"beta3",450763.448033609,4628066.16981273,2022-05-17 14:00:00
"beta3",451572.39027602,4628068.31284231,2022-05-17 15:00:00
"beta3",451630.629966011,4628622.80963219,2022-05-17 16:00:00
"beta3",452546.18019315,4628750.41084404,2022-05-17 17:00:00
"beta3",452246.077869839,4628771.55839012,2022-05-17 18:00:00
"beta3",452157.314504601,4628443.2747411,2022-05-17 19:00:00
"beta3",451805.480821816,4629624.60009032,2022-05-17 20:00:00
"beta3",452580.953704642,4629461.99325225,2022-05-17 21:00:00
"beta3",452012.790302052,4629579.82096279,2022-05-17 22:00:00
"beta3",452447.74189318,4629748.89254584,2022-05-17 23:00:00
"beta3",451947.453475285,4629745.11045101,2022-05-18 00:00:00
"beta3",451695.480559674,4629367.08433036,2022-05-18 01:00:00
"beta3",451669.736678646,4628738.06159854,2022-05-18 02:00:00
"beta3",451625.354112477,4629488.72698959,2022-05-18 03:00:00
"beta3",451529.548914111,4629207.85865922,2022-05-18 04:00:00
"beta3",451852.699362458,4628680.42156511,2022-05-18 05:00:00
"beta3",451361.253648054,4628583.3156394,2022-05-18 06:00:00
"beta3",451726.845492829,4628030.04966646,2022-05-18 07:00:00
"beta3",451772.548793112,4628528.41199873,2022-05-18 08:00:00
"beta3",451732.444841696,4628757.24748383,2022-05-18 09:00:00
"beta3",452104.833890636,4628539.74687822,2022-05-18 10:00:00
"beta3",451541.676648423,4628789.94837106,2022-05-18 11:00:00
"beta3",451779.289705616,4628698.3310691,2022-05-18 12:00:00
"beta3",452169.452102088,4629148.39752459,2022-05-18 13:00:00
"beta3",452400.254586494,4629489.01272053,2022-05-18 14:00:00
"beta3",452371.385527685,4628878.02858363,2022-05-18 15:00:00
"beta3",452046.496173621,4628593.41323104,2022-05-18 16:00:00
"beta3",451310.598678094,4628391.72448083,2022-05-18 17:00:00
"beta3",450988.11507371,4627946.0251415,2022-05-18 18:00:00
"beta3",450317.865652881,4628071.03812804,2022-05-18 19:00:00
"beta3",451774.962043895,4628671.87506361,2022-05-18 20:00:00
"beta3",451167.346850371,4628619.31745033,2022-05-18 21:00:00
"beta3",451555.469704482,4628503.71420615,2022-05-18 22:00:00
"beta3",451617.45706672,4628863.07054268,2022-05-18 23:00:00
"beta3",452362.609372192,4629392.22652698,2022-05-19 00:00:00
"beta3",452495.391910753,4629726.37399239,2022-05-19 01:00:00
"beta3",451786.836600821,4629548.26298188,2022-05-19 02:00:00
"beta3",452409.095940084,4628708.03549437,2022-05-19 03:00:00
"beta3",452627.579677695,4628458.820948,2022-05-19 04:00:00
"beta3",452000.851113683,4629440.63352221,2022-05-19 05:00:00
"beta3",452943.58807299,4628871.93350499,2022-05-19 06:00:00
"beta3",451933.520395097,4629643.83725549,2022-05-19 07:00:00
"beta3",452416.417683929,4628907.47233895,2022-05-19 08:00:00
"beta3",452090.95262101,4629579.14529083,2022-05-19 09:00:00
"beta3",451639.185639382,4629345.46792341,2022-05-19 10:00:00
"beta3",452214.646519592,4628894.11196788,2022-05-19 11:00:00
"beta3",451840.7214816,4628860.58919758,2022-05-19 12:00:00
"beta3",451402.376010351,4628398.72645129,2022-05-19 13:00:00
"beta3",451104.514197422,4627650.96016537,2022-05-19 14:00:00
"beta3",450795.722249014,4627759.18748447,2022-05-19 15:00:00
"beta3",451234.664004126,4627799.73174591,2022-05-19 16:00:00
"beta3",450966.001826559,4628312.33489665,2022-05-19 17:00:00
"beta3",450773.896035229,4627844.58835994,2022-05-19 18:00:00
"beta3",450447.793313127,4627905.19734934,2022-05-19 19:00:00
"beta3",451195.420167587,4627655.09013557,2022-05-19 20:00:00
"beta3",450629.21558852,4627813.53128247,2022-05-19 21:00:00
"beta3",451322.549199779,4627545.83161255,2022-05-19 22:00:00
"beta3",450816.367932233,4627776.40260246,2022-05-19 23:00:00
"beta3",451270.758358358,4627607.14756968,2022-05-20 00:00:00
"beta3",451231.589060993,4628405.29893266,2022-05-20 01:00:00
"beta3",451549.170338789,4628240.4506897,2022-05-20 02:00:00
"beta3",451321.357295881,4628523.74632059,2022-05-20 03:00:00
"beta3",451579.58258228,4629586.5532985,2022-05-20 04:00:00
"beta3",451861.120985797,4629564.39547318,2022-05-20 05:00:00
"beta3",451635.959007955,4628869.55266648,2022-05-20 06:00:00
"beta3",451314.060613534,4628649.24953039,2022-05-20 07:00:00
"beta3",452238.009542321,4629170.65805611,2022-05-20 08:00:00
"beta3",451724.755772412,4629233.58456641,2022-05-20 09:00:00
"beta3",451460.451254457,4628439.76213098,2022-05-20 10:00:00
"beta3",450773.336801167,4628764.01905749,2022-05-20 11:00:00
"beta3",450436.606798264,4627808.6229395,2022-05-20 12:00:00
"beta3",449474.673335442,4627894.75838025,2022-05-20 13:00:00
"beta3",450600.663697819,4627786.48341806,2022-05-20 14:00:00
"beta3",450937.487941815,4627861.33607189,2022-05-20 15:00:00
"beta3",450702.538357045,4628256.96535702,2022-05-20 16:00:00
"beta3",451043.949397193,4628454.67362471,2022-05-20 17:00:00
"beta3",451343.955194493,4628408.02057564,2022-05-20 18:00:00
"beta3",452296.961614726,4628781.15789724,2022-05-20 19:00:00
"beta3",452666.864753968,4629060.06641386,2022-05-20 20:00:00
"beta3",452662.697200644,4629540.80914493,2022-05-20 21:00:00
"beta3",452402.104897446,4629138.80990739,2022-05-20 22:00:00
"beta3",451674.061134768,4628728.83125106,2022-05-20 23:00:00
"beta3",452606.429335494,4628471.7214705,2022-05-21 00:00:00
"beta3",452020.533133191,4628715.96767024,2022-05-21 01:00:00
"beta3",452332.048232391,4628478.95334223,2022-05-21 02:00:00
"beta3",451544.125803609,4629054.4725387,2022-05-21 03:00:00
"beta3",451330.218322358,4628706.53429695,2022-05-21 04:00:00
"beta3",451337.069934898,4627511.50516898,2022-05-21 05:00:00
"beta3",450893.829407406,4627585.43302811,2022-05-21 06:00:00
"beta3",451489.130156183,4628025.55386741,2022-05-21 07:00:00
"beta3",450815.985376778,4627923.31437753,2022-05-21 08:00:00
"beta3",451079.478478862,4627686.13565447,2022-05-21 09:00:00
"beta3",450786.711409206,4627571.02501446,2022-05-21 10:00:00
"beta3",450515.91452227,4628141.80360729,2022-05-21 11:00:00
"beta3",451060.057540636,4628376.37251846,2022-05-21 12:00:00
"beta3",451492.346198503,4628408.81513407,2022-05-21 13:00:00
"beta3",451786.767247012,4628747.0240265,2022-05-21 14:00:00
"beta3",452141.378366772,4628722.10964268,2022-05-21 15:00:00
"beta3",452363.483111,4629382.87103593,2022-05-21 16:00:00
"beta3",451980.74536146,4628705.04115908,2022-05-21 17:00:00
"beta3",452294.951832239,4629518.54816938,2022-05-21 18:00:00
"beta3",452753.800597793,4629184.09143135,2022-05-21 19:00:00
"beta3",452187.633782348,4628856.5176341,2022-05-21 20:00:00
"beta3",452013.397820526,4628450.32185062,2022-05-21 21:00:00
"beta3",452287.505005714,4629035.10032105,2022-05-21 22:00:00
"beta3",452449.618016281,4628587.93132465,2022-05-21 23:00:00
"beta3",451587.840964537,4628814.81415152,2022-05-22 00:00:00
"beta3",450996.385337339,4628339.47876682,2022-05-22 01:00:00
"beta3",450864.181429265,4627886.09579198,2022-05-22 02:00:00
"beta3",449995.14652165,4628433.97202984,2022-05-22 03:00:00
"beta3",449384.781941346,4628789.94128166,2022-05-22 04:00:00
"beta3",449816.079210831,4628495.22621446,2022-05-22 05:00:00
"beta3",449537.933563132,4628705.75937911,2022-05-22 06:00:00
"beta3",449446.191187598,4629375.68185057,2022-05-22 07:00:00
"beta3",449988.970991556,4629545.18957155,2022-05-22 08:00:00
"beta3",449736.553044064,4629170.57256513,2022-05-22 09:00:00
"beta3",449189.358710427,4629334.52819719,2022-05-22 10:00:00
"beta3",449313.634223905,4628896.39116732,2022-05-22 11:00:00
"beta3",449915.697373413,4628755.00439746,2022-05-22 12:00:00
"beta3",449588.940657684,4629003.23444306,2022-05-22 13:00:00
"beta3",450808.414211954,4628429.24711966,2022-05-22 14:00:00
"beta3",451223.164526835,4628670.53156389,2022-05-22 15:00:00
"beta3",452008.369346445,4628731.82040957,2022-05-22 16:00:00
"beta3",451379.886459952,4628526.25053495,2022-05-22 17:00:00
"beta3",450583.239912496,4627809.26300879,2022-05-22 18:00:00
"beta3",450216.751270789,4627879.90994267,2022-05-22 19:00:00
"beta3",450069.044552767,4627696.35609,2022-05-22 20:00:00
"beta3",449581.298586795,4627599.66540745,2022-05-22 21:00:00
"beta3",449386.042372143,4627717.74418139,2022-05-22 22:00:00
"beta3",449649.228052128,4627530.82158062,2022-05-22 23:00:00
"beta3",449885.12508927,4627972.79018209,2022-05-23 00:00:00
"beta3",449871.518432925,4628348.66224492,2022-05-23 01:00:00
"beta3",450476.821047692,4627714.23161904,2022-05-23 02:00:00
"beta3",449380.200514256,4628215.96976372,2022-05-23 03:00:00
"beta3",449451.617665284,4627725.28740239,2022-05-23 04:00:00
"beta3",448368.170324563,4627552.02495168,2022-05-23 05:00:00
"beta3",448532.812622901,4627173.49343203,2022-05-23 06:00:00
"beta3",449544.307455992,4628198.71414931,2022-05-23 07:00:00
"beta3",450049.288983277,4628503.18624563,2022-05-23 08:00:00
"beta3",450422.276742755,4627976.95473175,2022-05-23 09:00:00
"beta3",449988.828954736,4628354.42720298,2022-05-23 10:00:00
"beta3",450747.83474267,4628295.1981005,2022-05-23 11:00:00
"beta3",450276.840546893,4629538.27955599,2022-05-23 12:00:00
"beta3",450259.873393718,4629932.53384258,2022-05-23 13:00:00
"beta3",450226.739895294,4629658.13782368,2022-05-23 14:00:00
"beta3",449653.488396083,4629207.42414104,2022-05-23 15:00:00
"beta3",449312.257307701,4628927.26190947,2022-05-23 16:00:00
"beta3",449873.241781014,4628726.21756526,2022-05-23 17:00:00
"beta3",450389.153532176,4627914.80482474,2022-05-23 18:00:00
"beta3",449952.405593104,4628413.41787874,2022-05-23 19:00:00
"beta3",450766.133811308,4628123.33849739,2022-05-23 20:00:00
"beta3",450933.812617766,4627859.23298867,2022-05-23 21:00:00
"beta3",451369.510099411,4627798.65712046,2022-05-23 22:00:00
"beta3",451612.346387368,4628774.37064257,2022-05-23 23:00:00
"beta3",452422.640792113,4629485.56306965,2022-05-24 00:00:00
"beta3",452696.581095468,4628722.04209121,2022-05-24 01:00:00
"beta3",452012.368507818,4628928.33170281,2022-05-24 02:00:00
"beta3",451508.321592323,4629160.90336778,2022-05-24 03:00:00
"beta3",452041.111269548,4629560.89865181,2022-05-24 04:00:00
"beta3",452345.272195895,4628864.43501158,2022-05-24 05:00:00
"beta3",451565.949825315,4629042.17173845,2022-05-24 06:00:00
"beta3",451660.304404711,4628820.02044477,2022-05-24 07:00:00
"beta3",451635.544568642,4629383.08637323,2022-05-24 08:00:00
"beta3",452671.021706209,4629351.94024074,2022-05-24 09:00:00
"beta3",451495.209631494,4628848.6063521,2022-05-24 10:00:00
"beta3",451070.025972897,4628409.36262366,2022-05-24 11:00:00
"beta3",450853.016201085,4627851.28235867,2022-05-24 12:00:00
"beta3",451158.015788114,4628609.88547154,2022-05-24 13:00:00
"beta3",451641.669691305,4628905.63641194,2022-05-24 14:00:00
"beta3",452068.687025387,4628641.04916592,2022-05-24 15:00:00
"beta3",451660.579522444,4629022.24914029,2022-05-24 16:00:00
"beta3",452061.492155939,4628072.33020347,2022-05-24 17:00:00
"beta3",451486.695253151,4628510.86832325,2022-05-24 18:00:00
"beta3",450937.091817191,4627688.3778164,2022-05-24 19:00:00
"beta3",450119.222203065,4627745.97803682,2022-05-24 20:00:00
"beta3",450273.058347635,4627735.28540705,2022-05-24 21:00:00
"beta3",451051.272091209,4627636.12981205,2022-05-24 22:00:00
"beta3",450449.508944489,4627951.99541413,2022-05-24 23:00:00
"beta3",450691.01896188,4627600.81317211,2022-05-25 00:00:00
"beta3",450091.206325958,4628028.44379261,2022-05-25 01:00:00
"beta3",450359.602273311,4628031.31528615,2022-05-25 02:00:00
"beta3",450151.855675102,4627986.87336642,2022-05-25 03:00:00
"beta3",449427.992065507,4627788.16429001,2022-05-25 04:00:00
"beta3",449299.824351419,4627692.5644224,2022-05-25 05:00:00
"beta3",449661.54795732,4627681.72611203,2022-05-25 06:00:00
"beta3",449292.413358597,4627293.3327894,2022-05-25 07:00:00
"beta3",449596.050396956,4627491.49774067,2022-05-25 08:00:00
"beta3",449915.298994952,4627767.76611048,2022-05-25 09:00:00
"beta3",450305.692541677,4627652.15078477,2022-05-25 10:00:00
"beta3",450136.12623928,4628030.03976242,2022-05-25 11:00:00
"beta3",450442.862253634,4627967.72377906,2022-05-25 12:00:00
"beta3",451098.542277796,4627864.65646081,2022-05-25 13:00:00
"beta3",451273.852605372,4627576.23671916,2022-05-25 14:00:00
"beta3",451241.362716784,4628613.00747584,2022-05-25 15:00:00
"beta3",451694.13211844,4628675.89261712,2022-05-25 16:00:00
"beta3",451765.539529761,4628829.72321883,2022-05-25 17:00:00
"beta3",451606.210696557,4629465.72857804,2022-05-25 18:00:00
"beta3",451701.543645456,4628760.9236448,2022-05-25 19:00:00
"beta3",451433.515705622,4628473.08422718,2022-05-25 20:00:00
"beta3",451004.451592036,4627819.64944343,2022-05-25 21:00:00
"beta3",450372.314614086,4627964.01662069,2022-05-25 22:00:00
"beta3",450940.218954009,4628069.38599951,2022-05-25 23:00:00
"beta3",451700.604090359,4628739.29497276,2022-05-26 00:00:00
"beta3",452113.272322236,4629289.23779315,2022-05-26 01:00:00
"beta3",451766.655488978,4628716.49131483,2022-05-26 02:00:00
"beta3",451187.084002576,4627921.88686526,2022-05-26 03:00:00
"beta3",451885.231845785,4628038.14436079,2022-05-26 04:00:00
"beta3",451352.289213722,4628569.87746055,2022-05-26 05:00:00
"beta3",451512.429096355,4629247.8911263,2022-05-26 06:00:00
"beta3",452227.334082442,4629474.5978742,2022-05-26 07:00:00
"beta3",452317.554579832,4629111.43083884,2022-05-26 08:00:00
"beta3",452214.864363751,4628571.07721316,2022-05-26 09:00:00
"beta3",452788.184392468,4628748.42659042,2022-05-26 10:00:00
"beta3",452626.720333616,4629481.73242842,2022-05-26 11:00:00
"beta3",451593.937620762,4629394.7039776,2022-05-26 12:00:00
"beta3",452343.564692063,4629466.81796935,2022-05-26 13:00:00
"beta3",451715.61615323,4628748.24095679,2022-05-26 14:00:00
"beta3",451421.123573815,4628423.85810807,2022-05-26 15:00:00
"beta3",451244.011061539,4628147.93743583,2022-05-26 16:00:00
"beta3",451571.815505253,4628892.77006762,2022-05-26 17:00:00
"beta3",451641.614438307,4629409.37895426,2022-05-26 18:00:00
"beta3",452501.833383567,4629440.54139301,2022-05-26 19:00:00
"beta3",451529.758552426,4629292.33221737,2022-05-26 20:00:00
"beta3",451336.973286415,4628500.98230294,2022-05-26 21:00:00
"beta3",450978.40731456,4628565.18381018,2022-05-26 22:00:00
"beta3",449942.638751661,4628748.00196515,2022-05-26 23:00:00
"beta3",449799.655189367,4628044.60057553,2022-05-27 00:00:00
"beta3",449643.694466235,4627440.39281084,2022-05-27 01:00:00
"beta3",449564.94807103,4627586.05588732,2022-05-27 02:00:00
"beta3",449503.817395353,4628274.71214943,2022-05-27 03:00:00
"beta3",449224.88528079,4628927.86378979,2022-05-27 04:00:00
"beta3",450731.205135462,4629809.22127667,2022-05-27 05:00:00
"beta3",450039.452442868,4629938.85474831,2022-05-27 06:00:00
"beta3",449689.176008589,4629212.54814067,2022-05-27 07:00:00
"beta3",449166.51833192,4629277.82761258,2022-05-27 08:00:00
"beta3",449786.151492918,4629923.71090419,2022-05-27 09:00:00
"beta3",449970.899291518,4629871.35687633,2022-05-27 10:00:00
"beta3",450443.494268243,4629535.64901205,2022-05-27 11:00:00
"beta3",449514.841858795,4629061.84702187,2022-05-27 12:00:00
"beta3",449239.998111145,4628392.7130848,2022-05-27 13:00:00
"beta3",449704.950311509,4627323.35497439,2022-05-27 14:00:00
